文件名,类型,文本内容,部分
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"﻿
上海市教育委员会文件
沪教委学〔2024〕3号                    
上海市教育委员会关于印发《2024年上海市部分
普通高校专科层次实行依法自主招生改革
试点方案》的通知
各区教育局、后方基地教育处，各有关高等学校：
为进一步深化本市普通高等学校招生考试制度改革，做好普通高校招生改革试点工作，市教委制定了《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》（见附件），现印发给你们，请认真按照执行。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"附件：2024年上海市部分普通高校专科层次实行依法自主招生
改革试点方案
上 海 市 教 育 委 员 会
`                                   `2024年1月17日
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"附件
2024年上海市部分普通高校专科层次
实行依法自主招生改革试点方案
依据国家有关法规以及《国务院关于深化考试招生制度改革的实施意见》（国发〔2014〕35号）、《上海市深化高等学校考试招生综合改革实施方案》（沪府发〔2014〕57号）等精神，2024年本市继续在部分普通高校专科层次实行依法自主招生改革试点。试点院校依法自主进行入学考试、确定入学标准、实施招生录取。通过试点，逐步完善“文化素质+职业技能”招生录取制度，健全与本科层次相对分开、符合职业教育特征的专科层次考试招生制度。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"一、试点院校
2024年共有35所试点院校（见附件1）参加专科层次依法自主招生。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"二、报名事宜
报名条件、报名时间等要求按照已公布的《上海市教育委员会关于做好2024年上海市普通高校考试招生报名工作的通知》（沪教委学〔2023〕40号）和《上海市教育考试院关于印发〈2024年上海市普通高校考试招生报名实施办法〉的通知》(沪教考院高招〔2023〕22号)规定执行。符合条件的考生（含符合条件的下岗失业人员、农民工、高素质农民等），若前期未参加集中报名，可于3月1日在户籍所属的区招考机构或学籍所在学校进行补报名（具体可咨询各区招考机构或学校）。
根据教育部有关规定，凡已具备高等院校非全日制学籍的在读学生，须在3月30日前自行办理完原学籍退学手续，否则不予注册全日制学籍。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"三、志愿填报
3月8日9:00-21:00，3月9日9:00-15:00，考生登录“上海招考热线”(www.shmeea.edu.cn)进行网上填报志愿。考生可填报1所院校志愿，最多可填报4个专业志愿，一般专业志愿与艺体类专业志愿之间不得兼报，同时须勾选是否服从专业调剂。志愿填报期间，考生可修改本人填报志愿信息，过时不再予以修改和补填。
3月15日9:00-20:00，3月16日9:00-15:00，考生登录“上海招考热线”（www.shmeea.edu.cn）进行网上缴费。
因志愿填报错误及未缴费等原因造成的后果由考生本人负责。
院校志愿投档录取结束后，“上海招考热线”将公布有缺额计划的院校及专业情况，在4月2-6日期间，未被录取的考生可参加两次征求志愿录取。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"四、考试安排与录取办法
（一）考试安排
各项测试日期统一定于3月23日（星期六）上午8:30开始。各项测试均须在标准化考场中进行，并做好考试防疫工作。试题命制和印刷必须严格按照国家保密工作规定进行。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"四、考试安排与录取办法
（二）录取办法
1\.对普通高中学业水平合格性考试成绩齐全的高中应届毕业生，采用普通高中学业水平合格性考试成绩与职业适应性测试成绩相结合的办法录取。
作为录取依据的总分由普通高中学业水平合格性考试成绩和职业适应性测试成绩组成。其中，普通高中学业水平合格性考试成绩（思想政治、历史、地理、物理、化学、生物学、信息技术7门科目），以市教育考试院组织的考试成绩为准。普通高中学业水平合格性考试成绩折算办法与职业适应性测试考核方式，以及两者分值比例，均由试点院校自主确定，并在招生章程中公布。试点院校以总分从高到低排序，并将普通高中学生综合素质评价信息作为重要参考，按招生计划择优录取。
2\.对中等职业学校学生学业水平语文、数学、英语3门科目考试成绩齐全的中等职业学校（含中专、职校和技校）应届毕业生，采用文化素质测试成绩与职业技能测试成绩相结合的办法录取。
文化素质测试使用中等职业学校学生学业水平语文、数学、英语3门科目等级进行折算。每门科目的等级以市教育考试院组织的考试成绩为准。其中，A+为满分70分，E计40分，相邻两级之间的分差均为3分。
职业技能测试为素质技能测试（统一命题）或校考，满分200分，具体由试点院校自主确定其中一项，并在招生章程中公布。
作为录取依据的总分由文化素质测试成绩和职业技能测试成绩直接合成。试点院校以总分从高到低排序，参考考生的专业技能学习成果记录，并将综合素质评价信息作为重要参考，按招生计划择优录取。
3\.对高中往届毕业生、普通高中学业水平合格性考试成绩不全的高中应届毕业生、中等职业学校（含中专、职校和技校）往届毕业生及中等职业学校学生学业水平语文、数学、英语3门科目考试成绩不全的中等职业学校（含中专、职校和技校）应届毕业生及符合报考条件的下岗失业人员、农民工、高素质农民等，采用统一入学测试成绩与职业技能测试成绩相结合的办法录取。其中：
（1）一般专业：作为录取依据的总分由统一入学测试成绩、职业技能测试成绩直接合成。统一入学测试成绩满分150分，职业技能测试成绩满分100分。
（2）艺体类专业：考试录取办法同上，录取时统一入学测试成绩和职业技能测试成绩的分值比例由试点院校自主确定，并在招生章程中公布。
试点院校以总分从高到低排序，按招生计划择优录取。
4\.对本市新疆、西藏中职班应届毕业生（名单由市教委锁定），按照与中等职业学校学生学业水平语文、数学、英语3门科目考试成绩齐全的中等职业学校（含中专、职校和技校）应届毕业生相同的方式选拔，计划单列，单独录取。
5\.退役军人的考试招生录取办法另行通知。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"四、考试安排与录取办法
（三）试点院校根据招生章程公布的录取规则，确定录取名单，并将拟录取名单于规定时间内在院校网站上公示。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"四、考试安排与录取办法
（四）春考成绩和艺体类专业统考成绩均不得作为专科层次依法自主招生的录取依据。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"四、考试安排与录取办法
（五）通过专科层次依法自主招生录取的考生凭院校录取通知书于2024年8月下旬，前往相关区高招办或高中阶段学校等个人档案所在地提取或转递纸质档案，并按院校的规定递送。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"四、考试安排与录取办法
（六）被专科层次依法自主招生录取的考生不得参加《上海市教育委员会关于做好2024年上海市普通高校考试招生报名工作的通知》（沪教委学〔2023〕40号）规定的其他考试；未被专科层次依法自主招生录取的考生，可参加符合文件规定报名条件的其他考试。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"五、收费标准
试点院校的收费标准按《上海市物价局 上海市财政局 上海市教育委员会关于调整本市普通高校学费标准的通知》（沪价行〔2000〕120号）、《上海市物价局 上海市财政局 上海市教育委员会关于本市高校收费工作有关问题的通知》（沪教委财〔2007〕38号）、《上海市教育委员会 上海市物价局 上海市财政局关于调整本市松江大学园区公办高校学生公寓住宿费标准的通知》（沪教委财〔2012〕118号）、《上海市教育委员会关于进一步做好2015年民办高等学历教育收费工作的通知》（沪教委民〔2015〕4号）、《上海市人民政府关于促进民办教育健康发展的实施意见》（沪府发〔2017〕94号）、《上海市发展和改革委员会关于印发<上海市定价目录>的通知》（沪发改规范〔2022〕5号）、《上海市发展和改革委员会 上海市财政局 上海市教育委员会关于优化本市公办高校本专科学费形成机制的通知》（沪发改价调〔2023〕21号）等规定的收费标准执行。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"六、招生章程
（一）各试点院校应依据《中华人民共和国教育法》《中华人民共和国高等教育法》《中华人民共和国民办教育促进法》和教育部有关规定制定本校2024年专科层次依法自主招生章程。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"六、招生章程
（二）专科层次依法自主招生章程包含以下内容：院校全称、就读校址、院校招生层次、办学类型、颁发学历证书的院校名称及证书种类、院校招生管理机构、招生计划、专业教学培养使用的外语语种、选拔对象、考生身体健康状况要求、院校测试方法和安排、录取规则、收费标准、资助政策、监督机制及举报电话、网址及联系电话等。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"六、招生章程
（三）各试点院校须认真填写《2024年上海市普通高校招生章程核准备案表》正、副表（见附件2、3）并上报市教委。市教委将于1月下旬完成各试点院校专科层次依法自主招生章程的审核、备案工作。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"六、招生章程
（四）各试点院校专科层次依法自主招生章程经市教委核准备案后应及时向社会公布，不得擅自更改。院校法定代表人应对本校专科层次依法自主招生章程及有关宣传材料的真实性负责。市教委将对试点院校招生章程的执行情况进行督查。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"六、招生章程
（五）各试点院校须于2月底前将经市教委核准的招生章程寄至各区考试招生机构。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"七、管理与监督
各试点院校在专科层次依法自主招生工作中，必须合理制定招生计划，精心组织、严格管理、规范操作，不断完善考试招生工作制度，确保专科层次依法自主招生工作公平、公正、公开进行。
各级监察部门对2024年专科层次依法自主招生工作进行全过程监督，严肃查处各种违规行为。对报名、考试、招生过程中出现违法违规行为的，严格按照《中华人民共和国刑法修正案(九)》《中华人民共和国教育法》，以及《国家教育考试违规处理办法》（教育部令第33号）、《普通高等学校招生违规行为处理暂行办法》（教育部令第36号）确认的程序和规定严肃处理，依法追究当事人及相关人员责任。对公职人员违规违纪的，依据《中国共产党纪律处分条例》《行政机关公务员处分条例》《事业单位工作人员处分暂行规定》等相关规定严肃处理。对因试点院校疏于管理，造成考场秩序混乱、作弊情况严重、招生违规严重的党员，依照《中国共产党问责条例》等对直接负责人和负有领导责任的人员，依纪依规进行严肃追责问责；涉嫌犯罪的，移送司法机关追究法律责任。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"八、其他要求
（一）2024届高中阶段毕业生思想政治品德考核由毕业学校负责；2023届高中阶段毕业生，以原毕业学校品德评语为主；2023年以前的高中阶段毕业生，由考生所在街道、乡、镇或单位主管部门，对考生的思想政治品德作出鉴定。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"八、其他要求
（二）考生体检工作由试点院校组织。
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"附件：1.2024年上海市专科层次依法自主招生改革试点院校名单
2\.2024年上海市普通高校招生章程核准备案表（正表）
3\.2024年上海市普通高校招生章程核准备案表（副表）
4\.2024年上海市专科层次依法自主招生改革试点工作日
程简表附件1
` `2024年上海市专科层次依法自主招生改革试点院校名单
|4\.2023年上海市专科层次依法自主招生改革试点工作日程简表编号|**院校名称**|**编号**|**院校名称**|
| :- | :-: | :-: | :-: |
|1|上海建桥学院有限责任公司|19|上海工程技术大学|
|2|上海邦德职业技术学院|20|上海商学院|
|3|上海震旦职业学院有限公司|21|上海旅游高等专科学校|
|4|上海交通职业技术学院|22|上海东海职业技术学院|
|5|上海济光职业技术学院|23|上海农林职业技术学院|
|6|上海城建职业学院|24|上海科学技术职业学院|
|7|上海行健职业学院|25|上海民航职业技术学院|
|8|上海杉达学院|26|上海体育大学|
|9|上海工商职业技术学院|27|上海出版印刷高等专科学校|
|10|上海中侨职业技术大学|28|上海健康医学院|
|11|上海电子信息职业技术学院|29|上海民远职业技术学院有限公司|
|12|上海工艺美术职业学院|30|上海海事职业技术学院|
|13|上海电影艺术职业学院|31|上海南湖职业技术学院|
|14|上海第二工业大学|32|上海科创职业技术学院|
|15|上海工商外国语职业学院有限公司|33|上海闵行职业技术学院|
|16|上海思博职业技术学院有限公司|34|上海现代化工职业学院|
|17|上海立达学院有限公司|35|上海建设管理职业技术学院|
|18|上海电机学院|||
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"附件2
2024年上海市普通高校招生章程核准备案表（正表）
<table><tr><th colspan=""4""><b>2024年上海市普通高校专科层次依法自主招生章程</b></th></tr>
<tr><td colspan=""3""><b>一、院校全称</b></td><td colspan=""1"" valign=""top""></td></tr>
<tr><td colspan=""3""><b>二、就读校址</b></td><td colspan=""1"" valign=""top"">校本部与各校区地址，同时明确各年级及专业就读地址</td></tr>
<tr><td colspan=""3""><b>三、招生层次</b></td><td colspan=""1"">□ 专科</td></tr>
<tr><td colspan=""3""><b>四、办学类型</b></td><td colspan=""1""><p>□普通高等学校  </p><p>□公办高等学校  □民办高等学校  □独立学院</p><p>□高等专科学校  □ 高等职业技术学校</p></td></tr>
<tr><td colspan=""1"" rowspan=""2""><b>五、颁发学历证书的院校名称及证书种类</b></td><td colspan=""2""><b>院校名称</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""2""><b>证书种类</b></td><td colspan=""1"">修学期满，符合毕业要求，颁发大学（学院）的专科毕业证书</td></tr>
<tr><td colspan=""3""><b>六、院校招生管理机构</b></td><td colspan=""1"">说明院校招生决策机构、业务机构，及工作机制</td></tr>
<tr><td colspan=""3""><b>七、招生计划及说明</b></td><td colspan=""1"">分专业招生人数，说明计划分配原则、男女比例等</td></tr>
<tr><td colspan=""3""><b>八、专业教学培养使用的外语语种</b></td><td colspan=""1"">说明专业教学培养使用的外语语种</td></tr>
<tr><td colspan=""3""><b>九、选拔对象</b></td><td colspan=""1"">说明选拔对象与条件等（依据沪教委学〔2023〕40号报名文件）</td></tr>
<tr><td colspan=""3""><b>十、身体健康状况要求</b></td><td colspan=""1"">说明是否对考生身体素质、健康状况有特殊要求</td></tr>
<tr><td colspan=""3""><b>十一、测试安排</b></td><td colspan=""1"">3月23日（星期六）上午8:30，试点院校测试统一开始（院校根据具体测试写明考试名称与安排，如职业适应性测试、职业技能测试）</td></tr>
<tr><td colspan=""3""><b>十二、录取规则</b></td><td colspan=""1"">说明不同类型考生作为录取依据的总分的合成办法等</td></tr>
<tr><td colspan=""2"" rowspan=""3""><b>十三、收费标准</b></td><td colspan=""1""><b>学费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""1""><b>住宿费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""1""><b>报名考试费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十四、资助政策</b></td><td colspan=""1"">说明家庭经济困难学生资助政策及有关程序</td></tr>
<tr><td colspan=""3""><b>十五、监督机制及举报电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十六、网址及联系电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十七、其他须知</b></td><td colspan=""1""></td></tr>
</table>
2024年上海市普通高校招生章程核准备案表（正表）
（营利性民办高校用）
<table><tr><th colspan=""4""><b>2024年上海市普通高校专科层次依法自主招生章程</b></th></tr>
<tr><td colspan=""3""><b>一、院校名称</b></td><td colspan=""1"" valign=""top"">******学院</td></tr>
<tr><td colspan=""3""><b>二、就读校址</b></td><td colspan=""1"" valign=""top"">校本部与各校区地址，同时明确各年级及专业就读地址</td></tr>
<tr><td colspan=""3""><b>三、招生层次</b></td><td colspan=""1"">□ 专科</td></tr>
<tr><td colspan=""3""><b>四、办学类型</b></td><td colspan=""1""><p>□普通高等学校  </p><p>□民办高等学校  □独立学院</p><p>□高等专科学校  □ 高等职业技术学校</p></td></tr>
<tr><td colspan=""1"" rowspan=""2""><b>五、颁发学历证书的院校名称及证书种类</b></td><td colspan=""2""><b>院校名称</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""2""><b>证书种类</b></td><td colspan=""1"">修学期满，符合毕业要求，颁发学院的专科毕业证书</td></tr>
<tr><td colspan=""3""><b>六、院校招生管理机构</b></td><td colspan=""1""><a name=""_hlk32490106""></a>*****学院是营利性民办高校，全称为*****学院*****公司；同时说明学校招生决策机构、业务机构及工作机制</td></tr>
<tr><td colspan=""3""><b>七、招生计划及说明</b></td><td colspan=""1"">分专业招生人数，说明计划分配原则、男女比例等</td></tr>
<tr><td colspan=""3""><b>八、专业教学培养使用的外语语种</b></td><td colspan=""1"">说明专业教学培养使用的外语语种</td></tr>
<tr><td colspan=""3""><b>九、选拔对象</b></td><td colspan=""1"">说明选拔对象与条件等（依据沪教委学〔2023〕40号报名文件）</td></tr>
<tr><td colspan=""3""><b>十、身体健康状况要求</b></td><td colspan=""1"">说明是否对考生身体素质、健康状况有特殊要求</td></tr>
<tr><td colspan=""3""><b>十一、测试安排</b></td><td colspan=""1"">3月23日（星期六）上午8:30，试点院校测试统一开始（院校根据具体测试写明考试名称与安排，如职业适应性测试、职业技能测试）</td></tr>
<tr><td colspan=""3""><b>十二、录取规则</b></td><td colspan=""1"">说明不同类型考生作为录取依据的总分的合成办法等</td></tr>
<tr><td colspan=""2"" rowspan=""3""><b>十三、收费标准</b></td><td colspan=""1""><b>学费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""1""><b>住宿费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""1""><b>报名考试费标准</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十四、资助政策</b></td><td colspan=""1"">说明家庭经济困难学生资助政策及有关程序</td></tr>
<tr><td colspan=""3""><b>十五、监督机制及举报电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十六、网址及联系电话</b></td><td colspan=""1""></td></tr>
<tr><td colspan=""3""><b>十七、其他须知</b></td><td colspan=""1""></td></tr>
</table>
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"附件3
2024年上海市普通高校招生章程核准备案表（副表）
**（专科层次依法自主招生）**
|院校填写|<p>我校依据《中华人民共和国教育法》《中华人民共和国高等教育法》《中华人民共和国民办教育促进法》、教育部和市教委有关规定制订本校的招生章程，所有内容均真实有效，我校将严格按照经核准备案的招生章程向社会公布，并承担教育部关于“学校法定代表人应对学校招生章程及有关宣传材料的真实性负责”规定的相关责任。</p><p>院  校  全  称（盖章）：</p><p>院校法定代表人（签字）：</p><p>招生办公室负责人（签字）：</p><p>日期：    年    月    日</p>||
| :-: | - | :- |
|上海市高校招生和就业工作联席会议办公室（上海市教育委员会）意见|||
|发展规划处：|财务处：||
|职业教育处：|民办教育处：||
|国际交流处（港澳台办）：|信访办：||
|学生处：|上海市教育考试院高招办：||
|上海市教育委员会学生处备案受理负责人：|||
|上海市教育委员会：|||
",高考学考
上海市教育委员会关于印发《2024年上海市部分普通高校专科层次实行依法自主招生改革试点方案》的通知 沪教委学〔2024〕3号.md,2024高招,"附件4
2024年上海市专科层次依法自主招生改革试点
工作日程简表
|**时间**|**工作内容**|
| :-: | :-: |
|2月底前|试点院校向社会公布专科层次依法自主招生章程，同时在市教委网站公布，并向各区寄送经市教委核准的招生章程。|
|3月1日|符合条件的考生，若前期未参加集中报名，可在区招考机构或学籍所在学校进行补报名（具体可咨询各区招考机构或学校）。|
|3月8日、9日|考生登录“上海招考热线”(www.shmeea.edu.cn)进行网上填报志愿。|
|3月15日、16日|考生登录“上海招考热线”(www.shmeea.edu.cn)进行网上缴费。|
|3月23日|试点院校选拔测试。|
|3月27日|退役士兵招生工作会议。|
|3月28日至31日|试点院校进行录取。|
|4月1日|试点院校上报缺额计划和录取结果，并提供录取结果查询。“上海招考热线”公布第一次征求志愿缺额计划表。|
|4月2日|未录取考生第一次网上填报征求志愿。|
|4月3日|试点院校进行第一次征求志愿录取，并提供录取结果查询。|
|4月3日|“上海招考热线”公布第二次征求志愿缺额计划表。|
|4月5日|未录取考生第二次网上填报征求志愿。|
|4月6日|试点院校进行第二次征求志愿录取，并提供录取结果查询。|
|4月8日至12日|试点院校公示所有拟录取名单。|
|4月15日前|上报新生录取数据，同时发放录取通知书。|
|4月30日前|新生报到（具体报到时间由各试点院校自定）。|
|5月至6月|试点院校可对相关新生进行入学教育。|
|9月|新生正式入学。|
|抄送：市教育考试院。|
| - |
|上海市教育委员会办公室|2024年1月18日印发||
—  1  —

",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"﻿
上海市教育委员会文件
沪教委学〔2024〕15号                    
上海市教育委员会关于做好2024年上海市普通高校
面向应届中等职业学校毕业生招生工作的通知
各有关高等学校，各区教育局，各有关部、委、局、控股（集团）公司：
2024年上海市普通高校面向中等职业学校（含中专、职校和技校，以下简称“三校”）全日制应届毕业生（以下简称“三校生”）招生工作要坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻落实党的二十大精神，遵循职业教育人才培养规律，进一步完善“文化素质+职业技能”的职教高考制度，推进职普融通、协调发展，服务现代职业教育高质量发展需要，坚持立德树人、德技并修、面向实践、强化能力，选拔培养高素质技术技能人才，办好人民满意的教育。现将有关要求通知如下：
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"一、报考条件
（一）凡符合《上海市教育委员会关于做好2024年上海市普通高校招生报名工作的通知》（沪教委学〔2023〕40号）中报名条件的三校生均可报名，其中纳入入学当年中职校招生计划的来沪人员随迁子女的三校生仅可参加专科层次录取。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"一、报考条件
（二）符合《教育部办公厅关于做好有关高校保送录取世界技能大赛获奖选手工作的通知》（教学厅〔2020〕3号）规定，在世界技能组织主办的世界技能大赛中获奖且符合本市高考报名条件的三校生可向招生院校提出高职或本科专业保送申请。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"一、报考条件
（三）已报名参加2024年普通高校招生全国统一考试或参加2024年部分普通高校专科层次依法自主招生并被录取的三校生，不得再参加本次考试招生。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"二、招收三校生的高校、专业和招生计划
本市共有39所高校（见附件1）参加2024年三校生招生，未列入名单的高校不得招生。开展中高职贯通培养模式试点、中等职业教育—应用本科专业贯通培养模式试点的相关高校须安排三校生招生计划。各招生院校的招生专业须经市教委审批同意或备案。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"三、志愿填报
按照上海市教育考试院印发的《2024年上海市普通高校面向应届中等职业学校毕业生招生工作实施办法》操作。
符合保送条件的考生也须填报志愿。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"四、考生体检
三校生体检工作由考生所在学校联系所在区体检站并组织实施。新生入校后，根据有关规定，由高校予以复查。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"五、招生章程
各有关高校应在规定时间内向市教委报送2024年三校生招生章程核准备案表正副表（见附件2、3）。市教委完成章程核准备案工作。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"六、加分政策
1\.高中阶段从边疆、山区、牧区、少数民族聚集地区转学到本市的少数民族考生                   加3分
2\.归侨及其子女                 加3分
3\.华侨子女                     加3分
4\.台湾省籍（含台湾户籍）青年   加3分
5\.烈士子女                     加12分
以上加分项目均不累计。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"七、考试与录取
三校生统一文化考试时间安排如下：
5月11日（星期六）    9:00—11:30　　语文
14:00—15:40　  数学
5月12日（星期日）　  9:00—10:40　　外语
各招生院校职业技能测试时间、科目及内容见各校公布的招生章程。
高校须对申请保送的考生进行资格审核，并根据学校选拔要求组织相关综合考核，免于技能考核。须对申请攻读本科专业的中职毕业生增加文化课考核，确保学生具备接受高等教育的基本文化要求。
录取工作按照上海市教育考试院印发的《2024年上海市普通高校面向应届中等职业学校毕业生招生工作实施办法》操作。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"八、考试招生纪律
对报名、考试、录取等招生各环节出现违法违规行为的，严格按照《中华人民共和国教育法》《国家教育考试违规处理办法》（教育部令第33号）和《普通高等学校招生违规行为处理暂行办法》（教育部令第36号）等有关规定严肃处理，依法依规追究当事人及相关人员责任。涉嫌犯罪的，依据《中华人民共和国刑法》《最高人民法院、最高人民检察院关于办理组织考试作弊等刑事案件适用法律若干问题的解释》等有关规定，及时移送司法机关追究法律责任。对公职人员违规违纪的，依据《中国共产党纪律处分条例》《中国共产党问责条例》《行政机关公务员处分条例》《事业单位工作人员处分暂行规定》等相关规定严肃处理。
",高考学考
上海市教育委员会关于做好2024年上海市普通高校面向应届中等职业学校毕业生招生工作的通知 沪教委学〔2024〕15号.md,2024高招,"附件：1.2024年招收三校生高校名单
`          `2.2024年上海市普通高校招生章程核准备案表（正表）
3\.2024年上海市普通高校招生章程核准备案表（副表）
上 海 市 教 育 委 员 会
2024年3月30日
",高考学考
